Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,,
D2,24/11/01,Saarbrucken,Oberhausen,1,0,H,0,0,D,4000,Volker Wezel,11,8,4,3,0,0,9,3,17,23,3,2,4,2,0,0,40,20,2.1,3.1,3.05,2.1,2.9,3.2,,,,,,,2.15,3.2,2.8
D2,25/11/01,Mannheim,Babelsberg,4,1,H,2,1,H,4650,Ralf Sp\E4ker ,17,6,7,1,0,0,4,3,9,15,1,1,0,2,0,0,0,20,1.67,3.3,4.4,1.6,3.4,4.6,,,,,,,1.6,3.4,4.6
D2,25/11/01,Reutlingen,Karlsruhe,1,0,H,0,0,D,10137,Thomas Frank,19,9,8,2,0,0,4,3,15,18,0,1,1,3,0,1,10,55,2.1,3.1,3.05,2,3,3.3,,,,,,,2.05,3.2,2.95
D2,25/11/01,Union Berlin,Aachen,5,1,H,1,0,H,8000,Stefan Trautmann,11,8,5,4,2,0,6,2,23,19,2,4,2,3,0,0,20,30,1.65,3.35,4.5,1.75,3.2,4,,,,,,,1.7,3.4,3.9
D2,26/11/01,Schweinfurt,Ahlen,4,2,H,1,1,D,3250,Alfons Berg,12,9,9,6,0,0,2,7,17,14,4,1,1,1,0,0,10,10,2.45,3.1,2.52,2.4,3,2.6,,,,,,,2.45,3.15,2.4
D2,30/11/01,Ahlen,Saarbrucken,3,1,H,1,1,D,4715,Lutz Wagner,16,3,6,1,0,0,9,0,21,24,2,2,2,4,0,0,20,40,1.55,3.5,5.1,1.65,3.3,4.4,1.57,3.4,5,1.57,3.5,5,1.6,3.35,4.7
D2,30/11/01,Bochum,Greuther Furth,1,1,D,1,1,D,9397,Torsten Koop,9,9,4,3,0,1,8,2,17,19,3,4,1,2,0,0,10,20,1.8,3.2,3.85,1.7,3.2,4.2,1.8,3.1,4,1.8,3.1,4,1.7,3.35,4
D2,30/11/01,Mainz,Duisburg,4,4,D,1,1,D,8150,Peter Sippel,11,8,5,5,0,0,4,3,8,12,4,5,3,3,0,0,30,30,1.55,3.5,5.1,1.65,3.3,4.4,1.5,3.5,5.75,1.5,3.6,5.5,1.55,3.5,4.8
D2,01/12/01,Aachen,Karlsruhe,2,0,H,1,0,H,10000,Hermann Albrecht,18,11,6,3,0,0,7,8,21,19,2,3,1,4,0,0,10,40,2.1,2.9,3.25,2,3.1,3.2,2.1,3,3.2,2.2,3.1,2.88,2.05,3.15,3
D2,01/12/01,Mannheim,Reutlingen,1,0,H,0,0,D,4900,Manuel Gr\E4fe,14,16,5,6,0,2,5,7,19,19,1,4,5,2,0,0,50,20,2.02,3.15,3.2,1.9,3,3.6,2.1,3.2,3,2.2,3.2,2.8,2.2,3.1,2.8
D2,02/12/01,Babelsberg,Schweinfurt,3,1,H,1,0,H,3028,Dirk Margenberg,12,10,6,6,0,0,1,7,15,20,0,1,3,2,0,0,30,20,2,3.1,3.3,1.9,3.1,3.5,1.95,3.25,3.25,2.1,3.2,3,2.1,3.2,2.85
D2,02/12/01,Oberhausen,Ein Frankfurt,2,1,H,0,0,D,5318,Kai Voss,15,8,5,4,2,1,9,6,10,20,4,2,2,3,0,0,20,30,3.25,3.15,2,3.1,3,2.1,3.2,3.2,2,3.2,3.2,2,3,3.15,2.05
D2,02/12/01,Unterhaching,Union Berlin,2,1,H,1,0,H,3801,Ralf Sp\E4ker,17,9,9,5,1,0,8,3,9,14,2,0,0,1,0,0,0,10,2.15,3.1,2.95,2.1,2.9,3.2,2.2,3,3,2.1,3.2,3,2.15,3.15,2.8
D2,03/12/01,Hannover,Bielefeld,4,4,D,2,2,D,21255,Franz-Xaver Wack,14,16,8,10,0,0,7,2,19,18,4,3,1,4,1,0,35,40,1.85,3.1,3.75,1.8,3.1,3.8,1.91,3.1,3.6,1.83,3.2,3.75,1.95,3.1,3.3
D2,07/12/01,Bielefeld,Oberhausen,3,1,H,1,1,D,8584,Wolfgang Stark,24,11,13,7,3,0,9,1,13,14,4,0,1,3,0,0,10,30,1.42,3.7,6.5,1.6,3.4,4.6,1.44,3.6,6.5,1.44,3.75,6,1.45,3.6,6
D2,07/12/01,Duisburg,Hannover,2,6,A,1,4,A,8005,J\FCrgen Aust,8,17,3,9,1,0,9,3,12,5,4,4,3,3,0,0,30,30,2.4,3.1,2.6,2.5,3,2.5,2.6,3.1,2.4,2.7,2.9,2.4,2.6,3,2.4
D2,07/12/01,Union Berlin,Bochum,1,0,H,1,0,H,7240,Andre Stachowiak,12,7,5,1,0,0,0,2,18,15,4,3,0,3,0,1,0,55,,,,,,,2.2,3.1,2.88,2.1,3.2,3,,,
D2,08/12/01,Greuther Furth,Mainz,3,2,H,0,0,D,6500,J\FCrgen Jansen,10,8,4,5,0,0,2,3,15,3,0,0,1,2,0,0,10,20,2.35,3.1,2.65,2.3,2.9,2.8,2.5,3.1,2.5,2.38,3.1,2.6,2.4,3.1,2.5
D2,08/12/01,Karlsruhe,Mannheim,1,2,A,0,1,A,12200,J\F6rg Kessler,4,6,1,2,0,0,2,3,15,18,2,3,2,2,0,1,20,45,1.85,3.2,3.65,2.1,3,3.1,1.83,3.2,3.75,1.83,3.2,3.75,2,3.2,3.1
D2,09/12/01,Aachen,Unterhaching,3,1,H,1,0,H,10244,Mike Pickel,15,10,5,5,0,0,6,0,17,16,1,1,1,1,0,0,10,10,2.1,3.1,3.05,2.1,2.9,3.2,2.1,3.2,3,2,3.2,3.2,1.9,3.2,3.4
D2,09/12/01,Ein Frankfurt,Ahlen,1,2,A,0,1,A,11800,Matthias Anklam,8,7,3,4,0,1,3,6,12,16,4,1,1,3,0,0,10,30,1.58,3.4,5,1.7,3.2,4.2,1.67,3.3,4.5,1.57,3.5,5,1.65,3.4,4.25
D2,09/12/01,Schweinfurt,Reutlingen,2,1,H,1,0,H,5250,Stefan Trautmann,14,10,5,4,0,0,10,2,19,17,0,0,1,1,0,0,10,10,2.3,3.1,2.7,2.4,2.9,2.7,2.25,3.2,2.75,2.2,3.2,2.8,2.2,3.1,2.8
D2,10/12/01,Saarbrucken,Babelsberg,1,1,D,1,0,H,2000,Peter Gagelmann,10,8,5,2,0,0,5,3,17,14,2,1,0,3,0,0,0,30,1.85,3.2,3.65,1.7,3.2,4.2,1.85,3.25,3.6,1.8,3.4,3.6,1.85,3.35,3.35
D2,14/12/01,Ahlen,Bielefeld,1,1,D,0,0,D,8818,Helmut Fleischer,16,7,5,5,0,0,6,2,17,14,0,1,1,0,0,0,10,0,2.35,3.05,2.7,2.4,2.9,2.7,2.2,3.2,2.8,2.25,3.2,2.75,2.2,3.2,2.7
D2,14/12/01,Oberhausen,Duisburg,0,2,A,0,2,A,7187,Markus Schmidt,6,7,5,5,0,0,4,7,4,12,2,1,1,2,0,0,10,20,2.3,3.05,2.75,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.7,2.25,3.2,2.6
D2,14/12/01,Unterhaching,Karlsruhe,0,0,D,0,0,D,1500,Frank Minskowski,7,4,3,2,0,0,6,3,15,10,3,4,2,1,0,0,20,10,1.85,3.2,3.65,1.8,3.1,3.8,1.9,3.2,3.5,1.91,3.2,3.5,1.85,3.35,3.35
D2,15/12/01,Babelsberg,Ein Frankfurt,1,3,A,0,3,A,2500,Knut Kircher,11,11,7,6,0,0,3,5,21,14,2,1,2,1,0,0,20,10,3.05,3.1,2.1,3.1,3,2.1,2.88,3.1,2.2,,,,2.75,3.15,2.2
D2,15/12/01,Reutlingen,Saarbrucken,3,0,H,0,0,D,4500,Florian Meyer,15,8,7,0,1,0,2,1,7,15,3,3,1,3,0,1,10,55,1.6,3.35,4.85,1.65,3.3,4.4,1.6,3.4,4.8,1.53,3.4,5.5,1.6,3.35,4.7
D2,16/12/01,Bochum,Aachen,5,3,H,3,1,H,10993,Felix Brych,21,13,8,7,1,0,7,2,15,17,2,1,2,3,0,0,20,30,1.6,3.4,4.75,1.65,3.3,4.4,1.67,3.25,4.5,1.62,3.25,5,1.65,3.3,4.4
D2,16/12/01,Hannover,Greuther Furth,3,1,H,1,0,H,22185,Peter Gagelmann,16,12,10,5,0,0,4,6,20,17,3,3,1,2,0,0,10,20,1.65,3.35,4.5,1.65,3.3,4.4,1.62,3.4,4.75,1.62,3.5,4.5,1.65,3.4,4.25
D2,16/12/01,Mainz,Union Berlin,1,0,H,1,0,H,7816,Torsten Koop,20,11,6,4,0,0,6,3,10,16,7,7,2,1,0,0,20,10,1.67,3.35,4.35,1.7,3.2,4.2,1.67,3.3,4.5,1.67,3.25,4.5,1.7,3.35,4
D2,16/12/01,Mannheim,Schweinfurt,2,0,H,1,0,H,5100,Florian Meyer,14,8,8,4,0,0,7,0,17,19,3,2,1,3,0,0,10,30,1.6,3.4,4.75,1.55,3.5,4.8,1.6,3.3,5,1.62,3.25,5,1.6,3.4,4.6
D2,18/12/01,Ahlen,Duisburg,2,2,D,1,0,H,5282,G\FCnter Perl,11,11,5,5,0,0,3,1,6,12,4,4,1,2,0,0,10,20,1.8,3.3,3.7,1.85,3.1,3.6,1.8,3.25,3.8,1.73,3.2,4.33,1.85,3.35,3.35
D2,18/12/01,Babelsberg,Bielefeld,0,2,A,0,0,D,2600,Christian Sch\FCssling,18,11,7,4,0,0,6,5,13,15,1,1,1,2,0,0,10,20,3.55,3.3,1.85,3.2,3.1,2,,,,3,3.1,2.1,2.95,3.2,2.05
D2,18/12/01,Reutlingen,Ein Frankfurt,2,1,H,0,1,A,6000,Lutz Michael Fr\F6hlich,11,6,8,4,0,0,6,2,9,16,0,0,1,2,0,0,10,20,2.45,3.05,2.55,2.4,3,2.6,2.5,3.1,2.5,2.5,3,2.5,2.35,3.15,2.55
D2,19/12/01,Bochum,Unterhaching,4,0,H,3,0,H,9361,Dirk Margenberg ,22,10,10,4,0,2,4,3,16,16,1,1,1,2,0,0,10,20,1.75,3.25,4,1.7,3.2,4.2,1.75,3.3,4,1.73,3.2,4.33,1.6,3.4,4.6
D2,19/12/01,Mainz,Aachen,0,1,A,0,0,D,8118,Kai Voss,10,4,4,0,0,0,9,3,17,19,6,4,4,3,1,0,65,30,1.5,3.6,5.45,1.55,3.5,4.8,1.44,3.6,6.5,1.44,3.6,6,1.5,3.6,5.2
D2,19/12/01,Mannheim,Saarbrucken,4,0,H,1,0,H,4512,Thomas Frank,14,5,7,1,1,0,4,5,14,13,1,1,2,0,0,0,20,0,1.65,3.4,4.4,1.7,3.2,4.2,1.57,3.5,5,1.44,3.6,6,1.5,3.5,5.4
D2,19/12/01,Oberhausen,Greuther Furth,1,2,A,0,1,A,2505,Stefan Weber,11,9,4,4,0,0,9,10,19,18,7,6,2,3,0,0,20,30,2.4,3.2,2.5,2.4,3,2.6,2.5,3.25,2.4,2.6,3.1,2.38,2.5,3.25,2.3
D2,19/12/01,Schweinfurt,Karlsruhe,1,1,D,1,1,D,5050,Ralf Sp\E4ker,7,13,3,8,0,1,1,8,19,15,1,1,0,1,0,0,0,10,2.05,3.1,3.15,2.1,3,3.1,2.1,3.2,3,2.1,3.1,3,2.1,3.2,2.85
D2,20/12/01,Hannover,Union Berlin,3,2,H,2,0,H,17000,Herbert Fandel,12,10,6,3,0,0,4,5,13,15,1,1,1,3,0,0,10,30,1.6,3.4,4.8,1.65,3.3,4.4,1.6,3.4,4.8,1.67,3.4,4.33,1.6,3.45,4.5
D2,25/01/02,Duisburg,Babelsberg,4,1,H,2,0,H,7000,"Stark, W",10,8,7,5,0,0,1,3,14,22,4,3,2,1,0,1,20,35,1.65,3.3,4.6,1.75,3.2,4,1.667,3.3,4.5,1.667,3.25,4.5,1.65,3.3,4.4
D2,25/01/02,Karlsruhe,Bochum,4,1,H,2,0,H,12000,"Kemmling, U",14,8,6,3,0,0,4,6,7,11,2,6,0,3,0,0,0,30,2.4,3.2,2.5,2.5,3,2.5,2.375,3.1,2.625,2.3,3.1,2.7,2.35,3.15,2.55
D2,25/01/02,Union Berlin,Oberhausen,3,1,H,2,0,H,7472,"Brych, F",11,15,6,8,0,0,5,2,10,8,1,2,0,0,0,0,0,0,1.55,3.4,5.3,1.7,3.2,4.2,1.571,3.4,5.25,1.533,3.6,5,1.5,3.6,5.2
D2,26/01/02,Bielefeld,Reutlingen,1,1,D,0,0,D,10056,"Kessler, J",16,6,9,4,0,0,10,7,18,14,2,2,4,2,0,0,40,20,1.6,3.4,4.8,1.55,3.5,4.8,1.667,3.4,4.333,1.615,3.5,4.5,1.55,3.5,4.8
D2,26/01/02,Greuther Furth,Ahlen,3,2,H,2,1,H,5036,"Rafati, B",13,8,6,3,3,1,5,7,11,19,1,2,0,5,0,2,0,100,1.9,3.2,3.45,2,3.1,3.2,1.95,3.2,3.3,1.909,3.25,3.4,1.9,3.25,3.3
D2,27/01/02,Aachen,Hannover,2,4,A,1,2,A,18500,"Wagner, L",15,12,6,6,1,0,11,1,18,20,2,5,2,3,0,0,20,30,2.5,3,2.55,2.8,2.9,2.3,2.6,3,2.5,2.6,3.1,2.375,2.45,3.1,2.45
D2,27/01/02,Ein Frankfurt,Mannheim,2,2,D,1,0,H,15000,"Gagelmann, P",13,4,3,4,1,0,14,7,8,11,0,1,4,3,0,0,40,30,1.75,3.3,4,1.8,3.1,3.8,1.8,3.2,4,1.727,3.2,4.333,1.8,3.3,3.6
D2,27/01/02,Saarbrucken,Schweinfurt,2,1,H,2,1,H,6500,"Jansen, J",10,11,4,8,0,0,4,8,17,15,3,1,0,3,0,0,0,30,1.9,3.2,3.5,1.8,3.1,3.8,1.85,3.3,3.5,2.1,3.2,3,1.85,3.3,3.4
D2,28/01/02,Unterhaching,Mainz,0,0,D,0,0,D,4000,"Weber, S",8,10,6,2,0,1,5,4,24,16,1,3,3,5,0,1,30,75,2.55,3.2,2.35,2.4,3,2.6,2.625,3.1,2.375,2.6,3.1,2.375,2.45,3.1,2.45
D2,01/02/02,Reutlingen,Duisburg,0,1,A,0,1,A,6200,"Wack, F.-X.",9,4,5,1,2,1,4,0,16,15,0,0,1,4,0,0,10,40,1.82,3.3,3.62,,,,1.833,3.3,3.6,1.909,3.2,3.5,1.9,3.2,3.4
D2,01/02/02,Saarbrucken,Karlsruhe,1,1,D,1,0,H,5800,"Kinh\F6fer , T",9,5,4,2,2,1,6,6,18,15,2,2,3,2,1,0,55,20,2.32,3.25,2.55,,,,2.4,3.1,2.6,2.4,3.2,2.5,2.3,3.15,2.6
D2,01/02/02,Schweinfurt,Ein Frankfurt,0,1,A,0,0,D,9800,"Aust, J",9,10,4,5,0,0,3,10,19,14,2,5,4,1,1,0,65,10,2.65,3.15,2.3,,,,2.6,3.1,2.4,2.6,3.1,2.375,2.5,3.1,2.4
D2,02/02/02,Babelsberg,Greuther Furth,1,5,A,0,2,A,2700,"Stachowiak, A",9,11,2,7,0,0,5,5,14,15,2,4,2,2,1,0,45,20,2.8,3.25,2.15,2.7,3,2.3,2.875,3.3,2.1,2.8,3.2,2.2,2.9,3.25,2.05
D2,02/02/02,Mannheim,Bielefeld,1,1,D,0,1,A,7000,"Minskowski, F",24,11,8,3,0,1,11,4,24,23,1,0,3,1,0,1,30,35,2.25,3.25,2.65,2.2,2.9,3,2.25,3.2,2.75,2.3,3.1,2.7,2.2,3.15,2.75
D2,03/02/02,Ahlen,Union Berlin,2,2,D,0,1,A,7815,"Strampe, H",12,12,5,4,0,2,5,2,17,15,0,0,3,1,0,0,30,10,2,3.25,3.1,2,3.1,3.2,2.1,3.1,3.1,2,3.2,3.2,2,3.15,3.15
D2,03/02/02,Hannover,Unterhaching,1,0,H,1,0,H,26289,"Trautmann, S",16,7,3,4,0,0,7,5,9,22,5,3,1,1,0,0,10,10,1.45,3.7,5.9,1.55,3.5,4.8,1.4,3.75,7,1.4,3.75,7,1.4,3.6,7
D2,03/02/02,Mainz,Bochum,1,1,D,0,0,D,11300,"Berg, A",14,11,4,4,1,0,8,3,17,14,4,0,0,3,0,0,0,30,1.85,3.25,3.55,2,3.1,3.2,1.8,3.3,3.75,1.8,3.4,3.6,1.8,3.3,3.6
D2,03/02/02,Oberhausen,Aachen,4,0,H,3,0,H,5000,"Fleischer, H",14,7,9,0,0,0,10,2,16,19,2,4,3,3,1,0,55,30,2.3,3.25,2.6,2.2,3,2.9,2.4,3.1,2.6,2.4,3.2,2.5,2.35,3.1,2.55
D2,05/02/02,Bielefeld,Schweinfurt,2,1,H,2,0,H,7469,"Aust, J",12,7,8,3,0,0,2,0,12,5,0,0,1,4,0,0,10,40,1.37,4,7,1.35,4,7,1.364,4,7,,,,1.4,3.6,7
D2,05/02/02,Duisburg,Mannheim,3,1,H,1,0,H,5000,"Spaker, R.",8,3,4,2,2,0,2,5,11,8,0,0,0,1,0,0,0,10,2,3.25,3.15,2.1,3,3.1,2,3.2,3.2,,,,1.95,3.25,3.15
D2,05/02/02,Ein Frankfurt,Saarbrucken,2,2,D,0,1,A,11500,"Brych, F",11,5,7,2,2,0,7,3,13,17,0,0,2,3,0,0,20,30,1.5,3.6,5.5,1.55,3.5,4.8,1.444,3.6,6.5,,,,1.45,3.55,6
D2,05/02/02,Greuther Furth,Reutlingen,4,1,H,3,1,H,4500,"Kammerer, S",8,2,5,2,1,0,4,2,7,5,0,1,0,0,0,0,0,0,1.75,3.25,4,1.75,3.2,4,1.615,3.25,5,,,,1.55,3.5,4.8
D2,06/02/02,Aachen,Ahlen,1,2,A,0,1,A,8458,"Margenberg, D.",6,7,3,3,0,0,1,1,17,21,2,2,3,1,0,0,30,10,2,3.15,3.25,2.1,3,3.1,2.1,3.1,3.1,,,,2.1,3.15,2.9
D2,06/02/02,Bochum,Hannover,4,2,H,2,2,D,13042,"Pickel, M.",16,7,9,4,0,1,2,1,15,12,0,0,1,4,0,0,10,40,2.37,3.1,2.62,2.4,3,2.6,2.5,3.1,2.5,,,,2.4,3,2.6
D2,06/02/02,Karlsruhe,Mainz,1,4,A,1,3,A,10200,"Strampe, H",6,9,2,5,0,0,6,0,17,19,2,3,3,2,0,1,30,45,2.4,3.1,2.6,2.3,3,2.7,2.625,3.1,2.375,,,,2.3,3.15,2.6
D2,06/02/02,Unterhaching,Oberhausen,1,1,D,0,1,A,2000,Scheppe. D,13,4,8,2,0,0,3,1,9,7,0,0,0,0,0,0,0,0,1.7,3.25,4.3,1.7,3.2,4.2,1.727,3.1,4.5,,,,1.65,3.35,4.25
D2,07/02/02,Union Berlin,Babelsberg,2,0,H,2,0,H,15000,"Anklam, M",10,11,5,2,1,1,2,1,9,11,1,1,1,2,0,0,10,20,1.5,3.5,5.75,1.6,3.4,4.6,1.4,3.75,7,,,,1.45,3.55,6
D2,08/02/02,Mannheim,Greuther Furth,1,4,A,0,1,A,5000,"Merk, M",6,14,3,7,0,1,2,4,14,8,0,0,1,1,0,0,10,10,2.2,3.1,2.9,2.2,3,2.9,2.2,3.1,2.875,2.25,3.2,2.75,2.25,3.15,2.65
D2,08/02/02,Saarbrucken,Bielefeld,0,2,A,0,0,D,7000,"Weber, S",10,11,3,4,0,1,6,4,9,7,1,3,2,1,0,0,20,10,2.8,3.1,2.25,2.7,3,2.3,2.875,3.1,2.2,2.8,3.2,2.2,2.85,3.1,2.15
D2,08/02/02,Schweinfurt,Duisburg,2,2,D,1,0,H,4350,"Kessler, J",5,8,4,6,0,0,3,5,10,8,0,0,2,1,0,0,20,10,2.4,3.1,2.6,2.5,3,2.5,2.4,3.1,2.6,2.5,3.2,2.4,2.5,3.1,2.4
D2,09/02/02,Ahlen,Unterhaching,2,0,H,0,0,D,4225,"Weiner, M",5,4,3,2,1,0,5,2,14,17,4,1,2,2,0,0,20,20,1.85,3.2,3.7,1.75,3.2,4,1.75,3.25,4,1.727,3.2,4.333,1.7,3.3,4.1
D2,09/02/02,Ein Frankfurt,Karlsruhe,3,1,H,2,0,H,13800,"Koop, T",9,8,5,2,0,0,2,3,19,21,5,1,4,6,0,1,40,85,1.7,3.2,4.5,1.7,3.2,4.2,1.7,3.25,4.333,1.667,3.4,4.333,1.75,3.25,3.85
D2,10/02/02,Babelsberg,Aachen,0,2,A,0,1,A,3080,"Rafati, B",17,12,7,4,0,0,6,5,18,21,3,1,3,1,0,0,30,10,2.3,3.1,2.7,2.3,3,2.7,2.375,3.1,2.625,2.3,3.2,2.625,2.05,3.2,3
D2,10/02/02,Oberhausen,Bochum,6,1,H,3,0,H,7276,"Perl, G.",17,11,9,3,0,0,8,6,18,21,2,1,1,3,0,1,10,55,2.75,3.15,2.25,2.7,3,2.3,2.8,3.1,2.25,2.75,3.25,2.2,2.9,3.25,2.05
D2,10/02/02,Reutlingen,Union Berlin,1,2,A,0,1,A,6000,"Sch\F6\DFling, C",14,5,7,3,1,0,3,4,10,16,4,4,2,2,0,0,20,20,2.05,3.1,3.2,2.1,3,3.1,2.2,3,3,2.1,3.2,3,2.05,3.2,3
D2,11/02/02,Hannover,Mainz,2,0,H,1,0,H,20000,"Krug, H",9,19,3,3,0,2,4,3,23,19,3,4,3,2,0,0,30,20,1.8,3.25,3.8,1.7,3.2,4.2,1.9,3.1,3.6,1.833,3.25,3.6,1.75,3.25,3.85
D2,15/02/02,Greuther Furth,Schweinfurt,2,0,H,1,0,H,9331,"Frank, T",19,6,9,1,0,0,5,1,8,16,5,1,1,4,0,1,10,65,1.25,4.5,9,1.35,4,7,1.333,4,8,1.333,4,8,1.3,4,8.5
D2,15/02/02,Union Berlin,Mannheim,2,0,H,0,0,D,7874,"Aust, J",13,8,4,3,1,0,10,3,5,9,1,1,0,2,0,0,0,20,1.68,3.4,4.2,1.7,3.2,4.2,1.727,3.2,4.333,1.727,3.4,4,1.7,3.25,4.15
D2,15/02/02,Unterhaching,Babelsberg,3,1,H,1,0,H,2200,"Voss, K",21,10,6,7,0,0,10,5,16,19,0,0,1,4,1,1,35,65,1.57,3.45,5,1.55,3.5,4.8,1.571,3.3,5.5,,,,1.6,3.3,4.75
D2,16/02/02,Aachen,Reutlingen,1,1,D,0,0,D,8894,"Stachowiak, A",7,5,4,1,1,1,6,3,20,16,0,1,3,2,0,0,30,20,1.85,3.2,3.5,1.9,3.1,3.5,1.85,3.25,3.6,1.909,3.2,3.5,1.8,3.3,3.6
D2,16/02/02,Mainz,Oberhausen,3,3,D,2,0,H,8655,"Kircher, K",13,9,6,5,0,0,10,4,12,15,5,1,2,2,0,0,20,20,1.47,3.7,5.7,1.6,3.4,4.6,1.5,3.5,5.75,1.444,3.75,6,1.55,3.55,4.75
D2,17/02/02,Bochum,Ahlen,3,1,H,1,0,H,10339,"Wezel, V",13,7,6,2,0,0,5,3,15,17,3,2,1,3,1,0,35,30,1.8,3.2,3.85,1.8,3.1,3.8,1.833,3.2,3.75,1.833,3.2,3.75,1.75,3.3,3.8
D2,17/02/02,Duisburg,Saarbrucken,5,0,H,2,0,H,8382,"Gr\E4fe, M",14,5,9,0,0,0,4,5,7,15,3,6,2,3,0,0,20,30,1.57,3.45,5,1.6,3.4,4.6,1.571,3.4,5.2,1.533,3.4,5.5,1.55,3.45,5
D2,17/02/02,Karlsruhe,Hannover,1,2,A,1,0,H,12000,"Sippel, P",8,14,3,8,0,0,3,6,15,17,3,1,0,2,0,0,0,20,2.85,3.05,2.22,2.9,3,2.2,2.875,3.1,2.2,2.7,3.2,2.25,2.8,3.15,2.15
D2,18/02/02,Bielefeld,Ein Frankfurt,4,1,H,1,0,H,10000,"Steinborn, E.",8,6,5,4,0,0,5,2,9,11,3,2,2,2,0,0,20,20,1.95,3.1,3.4,2,3,3.3,1.95,3.1,3.5,1.909,3.2,3.5,1.9,3.2,3.35
D2,22/02/02,Mannheim,Aachen,3,1,H,3,0,H,4200,"Schmidt, M",11,5,8,3,0,0,3,9,15,19,6,2,0,2,0,0,0,20,1.75,3.3,4,1.7,3.2,4.2,1.833,3.2,3.75,1.833,3.2,3.75,1.75,3.3,3.8
D2,22/02/02,Saarbrucken,Greuther Furth,0,3,A,0,3,A,4000,"Pickel, M.",6,22,3,12,0,0,3,6,17,14,1,3,3,2,0,0,30,20,4.3,3.45,1.65,3.5,3.1,1.9,3.6,3.3,1.833,3.4,3.25,1.909,3.65,3.25,1.8
D2,23/02/02,Bielefeld,Karlsruhe,1,1,D,0,1,A,10234,"Voss, K",25,15,12,7,0,0,12,4,21,25,4,0,2,5,0,2,20,100,1.52,3.5,5.5,1.5,3.5,5.4,1.5,3.4,6,1.444,3.75,6,1.5,3.5,5.4
D2,23/02/02,Schweinfurt,Union Berlin,0,1,A,0,0,D,3251,Scheppe. D,11,9,4,4,0,1,4,6,26,24,2,2,3,2,0,0,30,20,2.55,3.05,2.45,2.9,3,2.2,2.625,3.1,2.375,2.75,3.25,2.2,2.6,3.15,2.3
D2,24/02/02,Babelsberg,Bochum,1,2,A,1,1,D,3000,"Wagner, L",10,8,6,7,1,0,4,10,18,23,4,2,1,1,0,0,10,10,4,3.4,1.7,3.4,3.2,1.85,3.2,3.2,2,3.25,3.4,1.909,3.2,3.2,1.95
D2,24/02/02,Ein Frankfurt,Duisburg,2,0,H,0,0,D,10700,"Lange, P",16,11,7,4,0,0,6,4,12,14,5,4,3,3,0,0,30,30,1.87,3.1,3.7,1.8,3.1,3.8,1.833,3.2,3.75,1.833,3.4,3.5,1.8,3.3,3.6
D2,24/02/02,Reutlingen,Unterhaching,1,1,D,0,0,D,5095,"Gagelmann, P",13,16,2,4,1,0,9,3,20,19,1,0,2,0,0,0,20,0,1.87,3.1,3.7,1.85,3.1,3.6,1.909,3.2,3.5,1.833,3.2,3.75,1.8,3.25,3.65
D2,25/02/02,Ahlen,Mainz,1,4,A,0,1,A,3915,"Fandel, H",6,17,5,8,0,1,5,2,21,23,5,4,2,1,0,0,20,10,2.45,3.05,2.55,2.2,3,2.9,2.3,3,2.8,2.3,3.1,2.7,2.25,3.1,2.7
D2,01/03/02,Duisburg,Bielefeld,2,1,H,0,1,A,7221,"Trautmann, S",9,11,3,3,0,0,7,8,15,19,2,5,3,3,0,0,30,30,2.4,3.1,2.55,2.5,3,2.5,2.4,3.1,2.6,2.3,3.1,2.7,2.4,3.1,2.5
D2,01/03/02,Mainz,Babelsberg,2,2,D,1,0,H,9305,"Brych, F",18,4,10,2,0,0,14,3,14,17,2,0,0,2,0,0,0,20,1.16,5.5,12,1.25,4.5,9,1.25,4.6,9,1.3,4.333,8,1.25,4.3,10
D2,01/03/02,Union Berlin,Saarbrucken,3,0,H,0,0,D,7150,"Margenberg, D.",12,2,5,1,0,0,4,3,12,19,3,0,1,0,0,0,10,0,1.18,5.5,11,1.25,4.5,9,1.3,4.333,8,1.286,4.5,8,1.15,5,15
D2,02/03/02,Aachen,Schweinfurt,1,0,H,0,0,D,8893,"Minskowski, F",12,9,5,2,0,2,9,3,18,15,6,3,1,3,0,0,10,30,1.48,3.55,5.6,1.5,3.5,5.4,1.571,3.5,5,1.533,3.4,5.5,1.5,3.5,5.5
D2,03/03/02,Greuther Furth,Ein Frankfurt,1,1,D,1,0,H,11518,"Weiner, M",10,7,5,4,0,0,11,6,15,22,2,1,1,4,1,1,35,65,1.9,3.2,3.5,1.9,3.1,3.5,1.85,3.2,3.75,1.909,3.2,3.5,1.85,3.25,3.45
D2,03/03/02,Karlsruhe,Oberhausen,0,1,A,0,0,D,16000,"Anklam, M",14,8,8,5,0,0,6,5,13,23,4,3,3,3,0,1,30,55,2,3.1,3.25,2,3.1,3.2,1.909,3.1,3.6,1.909,3.25,3.4,1.95,3.25,3.15
D2,03/03/02,Unterhaching,Mannheim,0,0,D,0,0,D,3500,"Rafati, B",12,4,2,0,0,0,6,1,6,17,3,0,1,0,0,0,10,0,2.05,3.05,3.2,2,3,3.3,2.2,3,3,2.1,3.2,3,2.05,3.15,3
